price_in_rp,title,district,city,facilities,property_type,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,building_age,year_built,property_condition,building_orientation,garages,furnishing,price_in_rp_bin,price_in_rp_bin_enc,building_size_m2_bin,building_size_m2_bin_enc,Target
575000000.0000001,Rumah Baru Type Scadinavian Sertifikat SHM Kota Bekasi,Bekasi Kota, Bekasi," Masjid, Keamanan, Tempat Jemuran, AC",rumah,2.0,1.0,60.0,55.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,2.0,0.0,2022.0,baru,utara,1.0,unfurnished,Rendah,0,Rendah,0,2
900000000.0,RUMAH SIAP HUNI CLUSTER HARGA WAJIB NEGO,Bekasi Kota, Bekasi,"Masjid, Keamanan 24 jam,  Taman, Ac, Taman, AC,  Masjid,  Keamanan",rumah,3.0,2.0,72.0,69.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,2.0,2.0,2020.0,bagus sekali,timur,1.0,semi furnished,Rendah,0,Rendah,0,3
1250000000.0,Rumah 3 Lantai Baru Akses Jl Raya Dekat Tol,Bekasi Kota, Bekasi," Jalur Telepon,  Jogging Track, Masjid,  Taman,  CCTV, Ac,  Keamanan",rumah,3.0,3.0,60.0,110.0,2.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,3.0,0.0,2022.0,baru,barat,0.0,semi furnished,Rendah,0,Sedang,2,0
690000000.0,Rumah Modern Luas Strategis Berada di Lingkungan Perkotaan,Bekasi Kota, Bekasi,"Tempat Jemuran, Track Lari,  Akses Parkir,  One Gate System, Mesin Cuci, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, Jalur Telepon,  Kitchen Set",rumah,1.0,1.0,94.0,75.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,1.0,2021.0,bagus,timur,1.0,furnished,Rendah,0,Rendah,0,3
750000000.0,"Rumah Dijual Cluster Free Biaya2 Dekat Tol Jatiasih Bekasi Kota, Bekasi",Bekasi Kota, Bekasi," One Gate System, Keamanan 24 jam,  CCTV, Taman, CCTV",rumah,2.0,1.0,78.0,54.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,1.0,2021.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,3
499999999.9999999,Rumah 2 Lantai Strategis Fasilitas Smart Home Bonus Kanopi Cantik,Cibitung, Bekasi," Jalur Telepon,  AC, Masjid,  Taman,  CCTV, Jogging Track,  Keamanan",rumah,2.0,2.0,60.0,48.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,selatan,1.0,unfurnished,Rendah,0,Rendah,0,0
342000000.0000001,"RUMAH MURAH DI BEKASI DEKAT ST.BEKASI,DP0% 1JT ALLIN,FREE SURAT²",Cibitung, Bekasi,"Tempat Jemuran,  One Gate System, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV, Ac, Taman, Wastafel, AC,  Keamanan",rumah,2.0,1.0,66.0,63.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,utara,2.0,unfurnished,Rendah,0,Rendah,0,2
499999999.9999999,Rumah Exclusive Fasilitas Smart Home,Cibubur, Bekasi," Jalur Telepon,  Jogging Track,  CCTV, Taman, AC,  Masjid,  Keamanan",rumah,2.0,2.0,60.0,48.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,bagus,selatan,1.0,unfurnished,Rendah,0,Rendah,0,2
1560000000.0,Rumah Elite Murah Dekat Univ Mercu Buana Kranggan,Cibubur, Bekasi,"Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Bola,  One Gate System,  Kolam Renang,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman,  CCTV, Taman, Wastafel,  Track Lari",rumah,3.0,3.0,121.0,105.0,2.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,barat daya,2.0,semi furnished,Rendah,0,Sedang,2,0
1180000000.0,Rumah Baru 2Lantai Fasilitas Lengkap dekat Tol Jatiwarna Bekasi,Cibubur, Bekasi,"Tempat Jemuran,  Jogging Track, Track Lari,  Akses Parkir,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang,  Taman,  CCTV, Taman,  Playground,  Masjid, Keamanan",rumah,3.0,3.0,84.0,77.0,2.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,2.0,2.0,2020.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,3
1180000000.0,Rumah Murah 2 Lantai Strategis Dekat Tol Cibubur Bekasi,Cibubur, Bekasi,"Tempat Jemuran,  Jogging Track, Track Lari,  Akses Parkir,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV, Taman,  Playground, Wastafel,  Masjid, Jalur Telepon,  Keamanan",rumah,3.0,2.0,84.0,77.0,2.0,shm - sertifikat hak milik,2200 mah,1.0,1.0,2.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,1
800000000.0,Cluster Elegan 2 Lantai di Cibubur,Cibubur, Bekasi,"Keamanan 24 jam, Taman,  Playground, One Gate System, Jalur Telepon,  Keamanan",rumah,3.0,2.0,84.0,91.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,tenggara,0.0,unfurnished,Rendah,0,Sedang,2,0
718000000.0,"Cukup Booking, Tanpa DP, Free Biaya KPR, Free BPHTB",Cibubur, Bekasi," Jalur Telepon,  Jogging Track, Lapangan Tenis,  Lapangan Bulu Tangkis, AC, CCTV, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Lapangan Voli,  Taman, Ac,  Tempat Gym,  Masjid,  Kolam Ikan,  Keamanan,  Lapangan Basket,  Kolam Renang,  Track Lari",rumah,2.0,1.0,72.0,40.0,2.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,barat,1.0,furnished,Rendah,0,Rendah,0,2
1200000000.0,Rumah di jual dalam cluster besar dengan lokasi strategis dekat tol di Kranggan cibubur,Cibubur, Bekasi,"Tempat Jemuran,  Ac,  Akses Parkir, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV, Taman, Wastafel, AC,  Masjid, Jalur Telepon,  Keamanan",rumah,4.0,3.0,86.0,115.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,utara,0.0,unfurnished,Rendah,0,Sedang,2,0
389999999.9999999,Rumah Exclusive Fasilitas Smart Home System,Mustikajaya, Bekasi," Jogging Track, Track Lari,  AC,  Taman,  Masjid, CCTV, Jalur Telepon,  Keamanan, Lapangan Basket",rumah,2.0,1.0,60.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,bagus,selatan,1.0,unfurnished,Rendah,0,Rendah,0,2
455000000.0,Cluster Bebas Bajir Mustika Jaya,Mustikajaya, Bekasi,"Keamanan, Taman",rumah,2.0,1.0,70.0,41.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,baru,barat,0.0,unfurnished,Rendah,0,Rendah,0,2
1010000000.0,Rumah Nyaman Asri Dan Tenang Lokasi Setrategis 7 Menit Dari Grand Wisata,Mustikajaya, Bekasi,"Tempat Jemuran, Track Lari,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground, Wastafel, Jalur Telepon",rumah,3.0,2.0,125.0,65.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,0
690000000.0,Cluater Setrategis Terbaik Dekat Grand Wisata Bonus Kolam Renang,Mustikajaya, Bekasi,"Track Lari,  One Gate System,  Kolam Renang, Keamanan 24 jam, Taman,  Playground",rumah,2.0,1.0,96.0,48.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,2
988000000.0,Perumahan Syariah Konsep.Smart Home Terbesar Di Bekasi Timur,Mustikajaya, Bekasi,"Track Lari,  CCTV, Taman, Jogging Track,  Masjid, CCTV,  Keamanan",rumah,3.0,2.0,72.0,60.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,timur,1.0,unfurnished,Rendah,0,Rendah,0,0
1180000000.0,"Rumah Siap Huni 2 Lantai Termurah Dalam Cluster Strategis Di Jalan Utama Jatisampurna, Bekasi",Jatisampurna, Bekasi," Jalur Telepon,  Jogging Track, Track Lari,  Kolam Renang,  Taman, Ac, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",rumah,3.0,2.0,84.0,77.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,1.0,2021.0,bagus sekali,timur,0.0,unfurnished,Rendah,0,Rendah,0,3
1210000000.0,Hunian Eksklusif Dan Strategis Pinggir Jalan Di Bekasi,Jatisampurna, Bekasi," Ac,  Kolam Renang,  Taman,  CCTV, Jogging Track,  Masjid, Keamanan",rumah,3.0,3.0,84.0,77.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,0
1180000000.0,Rumah 2 Lantai Di Jalan mess AL Bekasi,Jatisampurna, Bekasi,"Tempat Jemuran, Track Lari,  Kolam Renang,  Taman, Taman, Wastafel, Jogging Track, Keamanan",rumah,3.0,3.0,84.0,77.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,1.0,2021.0,baru,barat,0.0,furnished,Rendah,0,Rendah,0,3
720000000.0,Super murah Rumah Baru cantik nan asri bebas banjir di kota Bekasi,Jatisampurna, Bekasi,"Tempat Jemuran, Taman",rumah,2.0,1.0,80.0,55.0,1.0,shm - sertifikat hak milik,lainnya mah,0.0,0.0,1.0,0.0,2022.0,baru,utara,0.0,semi furnished,Rendah,0,Rendah,0,2
1190000000.0,"Rumah Baru 2 Lantai Full Bata Merah di Jatisampurna, Bekasi",Jatisampurna, Bekasi," Jalur Telepon, Masjid, Kitchen Set,  CCTV, Wastafel, Jalur Telepon, Tempat Jemuran, Lapangan Bulu Tangkis,  Akses Parkir,  One Gate System, Keamanan 24 jam,  Taman,  Tempat Laundry, Taman,  Playground,  Masjid,  Keamanan, Tempat Gym, Jogging Track,  Track Lari",rumah,3.0,2.0,101.0,84.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,selatan,0.0,unfurnished,Rendah,0,Rendah,0,0
1180000000.0,Rumah Modern Strategis 15 Mnt Ke Kawasan SCBD  Simatupang Jakarta,Jatisampurna, Bekasi," Jalur Telepon,  Ac, Tempat Jemuran, Track Lari,  AC, Kitchen Set, Kolam Renang,  Taman,  CCTV, Wastafel,  Pemanas Air, Jogging Track, Jalur Telepon,  Keamanan",rumah,3.0,2.0,84.0,77.0,1.0,shm - sertifikat hak milik,2200 mah,1.0,1.0,2.0,0.0,2022.0,baru,timur,1.0,semi furnished,Rendah,0,Rendah,0,0
600000000.0,Rumah 600 Juta di Kranggan Jatisampurna Bekasi,Jatisampurna, Bekasi,"Tempat Jemuran,  One Gate System,  AC, Kitchen Set, Keamanan 24 jam,  Taman, Taman, Wastafel, Jalur Telepon",rumah,2.0,1.0,80.0,55.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,utara,1.0,semi furnished,Rendah,0,Rendah,0,2
499999999.9999999,Rumah Cluster Termurah  Di Jatisampurna,Jatisampurna, Bekasi,"Tempat Jemuran, Taman",rumah,2.0,1.0,70.0,45.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,barat,0.0,unfurnished,Rendah,0,Rendah,0,2
1070000000.0,Rumah cantik 3+1 bedroom Kitchen Set+5AC/water heater last unit bedroom utama 16m2,Jatiwarna, Bekasi,"Keamanan 24 jam, Ac, Taman, AC,  Keamanan",rumah,4.0,2.0,95.0,88.0,1.0,shm - sertifikat hak milik,3500 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,semi furnished,Rendah,0,Rendah,0,0
476000000.0000001,Cluster Cakep Lokasi Super Strategis Harga Terjangkau Dijatiasih,Jatiwarna, Bekasi,"Keamanan, Taman,  AC",rumah,2.0,1.0,52.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,2
968000000.0,Home 3 Bedroom (kitchen set+ 4 ac/water heather) bedroom utama 18m2,Jatiwarna, Bekasi,"Keamanan 24 jam,  Taman,  CCTV, Ac, Taman, AC, CCTV, Keamanan",rumah,3.0,3.0,70.0,120.0,2.0,shm - sertifikat hak milik,3500 mah,0.0,0.0,2.0,0.0,2022.0,baru,selatan,2.0,semi furnished,Rendah,0,Sedang,2,0
884000000.0,Simple Minimalis @ jatiwarna bedroom utama 16m2,Jatiwarna, Bekasi," Ac, Keamanan, Taman, AC",rumah,3.0,2.0,70.0,65.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,semi furnished,Rendah,0,Rendah,0,2
1180000000.0,Box house 4 bedroom Last unit,Jatiwarna, Bekasi,"AC, Track Lari,  Taman, Taman, Ac, Jogging Track,  Keamanan",rumah,4.0,3.0,95.0,140.0,2.0,shm - sertifikat hak milik,3500 mah,0.0,0.0,2.0,0.0,2022.0,baru,selatan,2.0,semi furnished,Rendah,0,Sedang,2,0
1110000000.0,Cluster Bata Merah Dalam Komplek Ddn Dekat Mall Pondok Gede,Pondok Gede, Bekasi,"Tempat Jemuran,  Jogging Track, Lapangan Bulu Tangkis,  Track Lari, Taman, Wastafel, AC,  Masjid,  Keamanan, Lapangan Basket",rumah,3.0,3.0,75.0,80.0,2.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,selatan,0.0,unfurnished,Rendah,0,Rendah,0,0
1870000000.0,"Rumah Baru di Hook  2,5 lt design Mewah dan Elegan dalam cluster, lokasi strategis dekat Mall Pondok Gede Bebas Banjir",Pondok Gede, Bekasi,"Keamanan 24 jam, Keamanan, Taman",rumah,3.0,4.0,91.0,165.0,2.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,3.0,0.0,2022.0,baru,timur,0.0,semi furnished,Rendah,0,Tinggi,3,1
750000000.0,HUNIAN EXCLUSIVE KONSEP JEPANG 10 MENIT DARI TOL JATIASIH,Jati Asih, Bekasi," Jalur Telepon,  Ac, Tempat Jemuran,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, AC,  Masjid, CCTV, Jalur Telepon, Keamanan",rumah,2.0,1.0,78.0,54.0,2.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,2
1050000000.0,Rumah 2 lantai lokasi jl jatibening raya Caman,Jati Asih, Bekasi," Jalur Telepon, Tempat Jemuran,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman,  CCTV, Ac, Taman, Wastafel,  Masjid, Jalur Telepon,  Keamanan",rumah,3.0,2.0,72.0,90.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,barat,2.0,unfurnished,Rendah,0,Sedang,2,0
975000000.0,Rumah Anti Virus 2 lantai dalam cluster Elite di Jatiasih,Jati Asih, Bekasi,"Tempat Jemuran, Lapangan Bola,  Akses Parkir,  One Gate System, Track Lari,  Kolam Renang, Masjid, Keamanan 24 jam,  Taman, Kolam Renang,  CCTV, Taman, Wastafel, Jogging Track,  Masjid,  Keamanan",rumah,3.0,2.0,100.0,70.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,2.0,0.0,2022.0,baru,timur,0.0,unfurnished,Rendah,0,Rendah,0,0
959000000.0,Rumah 2 Lantai Murah DP 0 Free Bphtb & KPR Jatiasih kota Bekasi,Jati Asih, Bekasi,"CCTV, Taman,  Keamanan",rumah,3.0,2.0,72.0,80.0,1.0,hgb - hak guna bangunan,2200 mah,0.0,0.0,2.0,0.0,2022.0,baru,utara,0.0,unfurnished,Rendah,0,Rendah,0,0
